; Number of ROIs: 7
; File Dimension: 3340 x 1683
;
; ROI name: Water-reservior
; ROI rgb value: {0, 255, 255}
; ROI npts: 257
;
; ROI name: Water-Ocean
; ROI rgb value: {0, 0, 196}
; ROI npts: 27053
;
; ROI name: Urban
; ROI rgb value: {240, 155, 0}
; ROI npts: 398
;
; ROI name: Mountain ridge
; ROI rgb value: {36, 36, 36}
; ROI npts: 205
;
; ROI name: Vegetation
; ROI rgb value: {0, 255, 0}
; ROI npts: 32
;
; ROI name: Water-river
; ROI rgb value: {152, 107, 220}
; ROI npts: 90
;
; ROI name: Farmland
; ROI rgb value: {153, 99, 0}
; ROI npts: 36
;
; File X, File Y, Lat, Lon, B1, B2, B3, B4, B5, B6, B7
 2376,  1170,  22.53783753,  114.40798639,  0.041350,  0.033600,  0.019550,  0.013100,  0.007750,  -0.197550,   0.256595
 2377,  1170,  22.53783753,  114.40825588,  0.039450,  0.032350,  0.017500,  0.012150,  0.007450,  -0.180438,   0.239796
 2378,  1170,  22.53783753,  114.40852537,  0.038300,  0.032350,  0.016800,  0.011950,  0.007300,  -0.168696,   0.241558
 2379,  1170,  22.53783753,  114.40879486,  0.038300,  0.032350,  0.016800,  0.011950,  0.007300,  -0.168696,   0.241558
 2380,  1170,  22.53783753,  114.40906435,  0.038650,  0.033300,  0.017600,  0.011550,  0.008050,  -0.207547,   0.178571
 2381,  1170,  22.53783753,  114.40933384,  0.039150,  0.032950,  0.017850,  0.012100,  0.007850,  -0.191987,   0.213033
 2382,  1170,  22.53783753,  114.40960333,  0.039150,  0.032550,  0.017700,  0.012100,  0.007200,  -0.187919,   0.253886
 2383,  1170,  22.53783753,  114.40987282,  0.038950,  0.032600,  0.017800,  0.011550,  0.007300,  -0.212947,   0.225464
 2384,  1170,  22.53783753,  114.41014231,  0.039000,  0.032650,  0.018000,  0.011300,  0.007650,  -0.228669,   0.192612
 2385,  1170,  22.53783753,  114.41041180,  0.039450,  0.033000,  0.017900,  0.011750,  0.007650,  -0.207420,   0.211340
 2387,  1170,  22.53783753,  114.41095078,  0.039400,  0.032850,  0.017200,  0.011600,  0.006850,  -0.194444,   0.257453
 2388,  1170,  22.53783753,  114.41122027,  0.039600,  0.032950,  0.017700,  0.011800,  0.006950,  -0.200000,   0.258667
 2389,  1170,  22.53783753,  114.41148976,  0.039500,  0.032750,  0.017600,  0.011500,  0.007300,  -0.209622,   0.223404
 2390,  1170,  22.53783753,  114.41175925,  0.039250,  0.032600,  0.017250,  0.011050,  0.007300,  -0.219081,   0.204360
 2391,  1170,  22.53783753,  114.41202874,  0.039400,  0.033250,  0.017700,  0.012000,  0.007600,  -0.191919,   0.224490
 2199,  1170,  22.53783753,  114.36028666,  0.045100,  0.040700,  0.023300,  0.014300,  0.018900,  -0.239362,  -0.138554
 2200,  1170,  22.53783753,  114.36055615,  0.044150,  0.040600,  0.022050,  0.014400,  0.015700,  -0.209877,  -0.043189
 2201,  1170,  22.53783753,  114.36082564,  0.041550,  0.039500,  0.021950,  0.013750,  0.015400,  -0.229692,  -0.056604
 2202,  1170,  22.53783753,  114.36109513,  0.042600,  0.040600,  0.021950,  0.013650,  0.014900,  -0.233146,  -0.043783
 2203,  1170,  22.53783753,  114.36136462,  0.042500,  0.040750,  0.022400,  0.014750,  0.015650,  -0.205922,  -0.029605
 2204,  1170,  22.53783753,  114.36163411,  0.041100,  0.039800,  0.021000,  0.014400,  0.012500,  -0.186441,   0.070632
 2205,  1170,  22.53783753,  114.36190360,  0.041400,  0.039700,  0.020800,  0.015000,  0.014400,  -0.162011,   0.020408
 2206,  1170,  22.53783753,  114.36217309,  0.041700,  0.038000,  0.020800,  0.015800,  0.013000,  -0.136612,   0.097222
 2207,  1170,  22.53783753,  114.36244258,  0.041700,  0.038000,  0.020800,  0.014000,  0.012200,  -0.195402,   0.068702
 2208,  1170,  22.53783753,  114.36271207,  0.041600,  0.036300,  0.020900,  0.014200,  0.012100,  -0.190883,   0.079848
 2209,  1170,  22.53783753,  114.36298156,  0.041100,  0.036500,  0.020600,  0.014000,  0.012700,  -0.190751,   0.048689
 2210,  1170,  22.53783753,  114.36325105,  0.040400,  0.035800,  0.019650,  0.013750,  0.012450,  -0.176647,   0.049618
 2211,  1170,  22.53783753,  114.36352054,  0.041500,  0.038300,  0.021000,  0.013800,  0.010800,  -0.206897,   0.121951
 2212,  1170,  22.53783753,  114.36379003,  0.041100,  0.037800,  0.021100,  0.013800,  0.010700,  -0.209169,   0.126531
 2213,  1170,  22.53783753,  114.36405952,  0.040900,  0.036200,  0.019700,  0.013400,  0.010100,  -0.190332,   0.140426
 2392,  1170,  22.53783753,  114.41229823,  0.039400,  0.033250,  0.017700,  0.012000,  0.007600,  -0.191919,   0.224490
 2393,  1170,  22.53783753,  114.41256772,  0.040600,  0.034350,  0.018400,  0.012750,  0.007850,  -0.181380,   0.237864
 2394,  1170,  22.53783753,  114.41283721,  0.041100,  0.034200,  0.018650,  0.012700,  0.007650,  -0.189793,   0.248157
 2395,  1170,  22.53783753,  114.41310670,  0.040500,  0.034150,  0.018300,  0.012400,  0.007300,  -0.192182,   0.258883
 2396,  1170,  22.53783753,  114.41337619,  0.041600,  0.034100,  0.018800,  0.013000,  0.007600,  -0.182390,   0.262136
 2397,  1170,  22.53783753,  114.41364568,  0.041600,  0.034100,  0.018800,  0.012800,  0.007800,  -0.189873,   0.242718
 2398,  1170,  22.53783753,  114.41391517,  0.042100,  0.034400,  0.019300,  0.013100,  0.009000,  -0.191358,   0.185520
 2399,  1170,  22.53783753,  114.41418466,  0.041500,  0.034300,  0.018700,  0.012900,  0.009000,  -0.183544,   0.178082
 2215,  1170,  22.53783753,  114.36459850,  0.039200,  0.035800,  0.019900,  0.011600,  0.006900,  -0.263492,   0.254054
 2390,  1171,  22.53756804,  114.41175925,  0.038400,  0.033000,  0.017150,  0.011350,  0.007100,  -0.203509,   0.230352
 2389,  1171,  22.53756804,  114.41148976,  0.039050,  0.032800,  0.017400,  0.011200,  0.006900,  -0.216783,   0.237569
 2388,  1171,  22.53756804,  114.41122027,  0.039650,  0.033050,  0.017700,  0.011700,  0.007050,  -0.204082,   0.248000
 2387,  1171,  22.53756804,  114.41095078,  0.039650,  0.033150,  0.017450,  0.011550,  0.007200,  -0.203448,   0.232000
 2386,  1171,  22.53756804,  114.41068129,  0.039350,  0.032800,  0.017900,  0.011450,  0.007350,  -0.219762,   0.218085
 2385,  1171,  22.53756804,  114.41041180,  0.039200,  0.032900,  0.017750,  0.011650,  0.007400,  -0.207483,   0.223097
 2384,  1171,  22.53756804,  114.41014231,  0.039100,  0.033150,  0.018000,  0.011850,  0.007600,  -0.206030,   0.218509
 2383,  1171,  22.53756804,  114.40987282,  0.038650,  0.032650,  0.017400,  0.011650,  0.007800,  -0.197935,   0.197943
 2382,  1171,  22.53756804,  114.40960333,  0.038750,  0.032800,  0.017550,  0.011350,  0.007750,  -0.214533,   0.188482
 2381,  1171,  22.53756804,  114.40933384,  0.038950,  0.033100,  0.017800,  0.011700,  0.008150,  -0.206780,   0.178841
 2380,  1171,  22.53756804,  114.40906435,  0.038800,  0.033150,  0.018100,  0.012050,  0.008450,  -0.200663,   0.175610
 2379,  1171,  22.53756804,  114.40879486,  0.039900,  0.034050,  0.018050,  0.012750,  0.008350,  -0.172078,   0.208531
 2378,  1171,  22.53756804,  114.40852537,  0.039900,  0.034050,  0.018050,  0.012750,  0.008350,  -0.172078,   0.208531
 2377,  1171,  22.53756804,  114.40825588,  0.039950,  0.033750,  0.017900,  0.012450,  0.007600,  -0.179572,   0.241895
 2376,  1171,  22.53756804,  114.40798639,  0.040750,  0.033600,  0.018200,  0.012250,  0.007350,  -0.195402,   0.250000
 2375,  1171,  22.53756804,  114.40771690,  0.040300,  0.033100,  0.018300,  0.011850,  0.007700,  -0.213930,   0.212276
 2374,  1171,  22.53756804,  114.40744741,  0.039050,  0.033550,  0.018000,  0.012350,  0.008350,  -0.186161,   0.193237
 2373,  1171,  22.53756804,  114.40717792,  0.039300,  0.033150,  0.017950,  0.012250,  0.008150,  -0.188742,   0.200980
 2372,  1171,  22.53756804,  114.40690843,  0.039000,  0.032900,  0.017750,  0.011700,  0.007450,  -0.205433,   0.221932
 2371,  1171,  22.53756804,  114.40663894,  0.038800,  0.033150,  0.017600,  0.012400,  0.007450,  -0.173333,   0.249370
 2370,  1171,  22.53756804,  114.40636945,  0.038500,  0.032600,  0.017400,  0.012050,  0.007450,  -0.181664,   0.235897
 2369,  1171,  22.53756804,  114.40609996,  0.037500,  0.032300,  0.016900,  0.011750,  0.007250,  -0.179756,   0.236842
 2368,  1171,  22.53756804,  114.40583047,  0.037550,  0.032250,  0.016950,  0.011500,  0.007200,  -0.191564,   0.229947
 2367,  1171,  22.53756804,  114.40556098,  0.037300,  0.032450,  0.016850,  0.011250,  0.007250,  -0.199288,   0.216216
 2366,  1171,  22.53756804,  114.40529149,  0.037450,  0.032150,  0.017050,  0.011650,  0.007150,  -0.188153,   0.239362
 2365,  1171,  22.53756804,  114.40502200,  0.037450,  0.032150,  0.017050,  0.011650,  0.007150,  -0.188153,   0.239362
 2364,  1171,  22.53756804,  114.40475251,  0.038200,  0.032250,  0.016500,  0.011900,  0.007150,  -0.161972,   0.249344
 2363,  1171,  22.53756804,  114.40448302,  0.036850,  0.032050,  0.016450,  0.011350,  0.006950,  -0.183453,   0.240437
 2362,  1171,  22.53756804,  114.40421353,  0.036800,  0.031900,  0.016150,  0.010900,  0.007050,  -0.194085,   0.214485
 2361,  1171,  22.53756804,  114.40394404,  0.036950,  0.031600,  0.015850,  0.011200,  0.006700,  -0.171904,   0.251397
 2360,  1171,  22.53756804,  114.40367455,  0.036600,  0.031450,  0.015800,  0.010450,  0.006850,  -0.203810,   0.208092
 2359,  1171,  22.53756804,  114.40340506,  0.036000,  0.031200,  0.015650,  0.010850,  0.006700,  -0.181132,   0.236467
 2358,  1171,  22.53756804,  114.40313557,  0.036350,  0.031600,  0.016250,  0.011100,  0.006750,  -0.188300,   0.243697
 2357,  1171,  22.53756804,  114.40286608,  0.036900,  0.031000,  0.015850,  0.011000,  0.006750,  -0.180633,   0.239437
 2356,  1171,  22.53756804,  114.40259659,  0.037050,  0.030950,  0.016250,  0.011450,  0.006800,  -0.173285,   0.254795
 2355,  1171,  22.53756804,  114.40232710,  0.037150,  0.031900,  0.017100,  0.011750,  0.007400,  -0.185442,   0.227154
 2354,  1171,  22.53756804,  114.40205761,  0.037300,  0.031800,  0.016850,  0.011600,  0.007050,  -0.184534,   0.243968
 2353,  1171,  22.53756804,  114.40178812,  0.036950,  0.031450,  0.016400,  0.011300,  0.007200,  -0.184116,   0.221622
 2352,  1171,  22.53756804,  114.40151863,  0.036650,  0.031300,  0.016350,  0.011200,  0.007050,  -0.186933,   0.227397
 2351,  1171,  22.53756804,  114.40124914,  0.036650,  0.031300,  0.016350,  0.011200,  0.007050,  -0.186933,   0.227397
 2350,  1171,  22.53756804,  114.40097965,  0.037300,  0.031800,  0.016650,  0.011350,  0.007200,  -0.189286,   0.223720
 2349,  1171,  22.53756804,  114.40071016,  0.037550,  0.032450,  0.016750,  0.011600,  0.007100,  -0.181658,   0.240642
 2348,  1171,  22.53756804,  114.40044067,  0.038000,  0.032850,  0.016750,  0.011850,  0.007100,  -0.171329,   0.250660
 2347,  1171,  22.53756804,  114.40017118,  0.038300,  0.032850,  0.016950,  0.011800,  0.007000,  -0.179130,   0.255319
 2346,  1171,  22.53756804,  114.39990169,  0.038800,  0.033250,  0.017500,  0.012050,  0.006700,  -0.184433,   0.285333
 2345,  1171,  22.53756804,  114.39963220,  0.039950,  0.033800,  0.018450,  0.012100,  0.006750,  -0.207856,   0.283820
 2344,  1171,  22.53756804,  114.39936271,  0.039300,  0.033950,  0.017750,  0.011950,  0.007100,  -0.195286,   0.254593
 2343,  1171,  22.53756804,  114.39909322,  0.039200,  0.034150,  0.017700,  0.012500,  0.007350,  -0.172185,   0.259446
 2342,  1171,  22.53756804,  114.39882373,  0.039200,  0.033450,  0.017700,  0.012450,  0.007100,  -0.174129,   0.273657
 2341,  1171,  22.53756804,  114.39855424,  0.038750,  0.032900,  0.017700,  0.012200,  0.006850,  -0.183946,   0.280840
 2340,  1171,  22.53756804,  114.39828475,  0.038750,  0.033300,  0.017600,  0.011550,  0.006750,  -0.207547,   0.262295
 2339,  1171,  22.53756804,  114.39801526,  0.038650,  0.033200,  0.017500,  0.011650,  0.006650,  -0.200686,   0.273224
 2338,  1171,  22.53756804,  114.39774577,  0.038650,  0.033200,  0.017500,  0.011650,  0.006650,  -0.200686,   0.273224
 2337,  1171,  22.53756804,  114.39747628,  0.038900,  0.033500,  0.017900,  0.011900,  0.006650,  -0.201342,   0.283019
 2336,  1171,  22.53756804,  114.39720679,  0.038450,  0.033100,  0.017100,  0.011850,  0.006950,  -0.181347,   0.260638
 2335,  1171,  22.53756804,  114.39693730,  0.037600,  0.032150,  0.016000,  0.011050,  0.006600,  -0.182994,   0.252125
 2334,  1171,  22.53756804,  114.39666781,  0.038600,  0.033000,  0.016750,  0.011600,  0.006750,  -0.181658,   0.264305
 2333,  1171,  22.53756804,  114.39639832,  0.039350,  0.034000,  0.017900,  0.011800,  0.006650,  -0.205387,   0.279133
 2332,  1171,  22.53756804,  114.39612883,  0.039700,  0.034150,  0.017350,  0.011800,  0.006650,  -0.190395,   0.279133
 2331,  1171,  22.53756804,  114.39585934,  0.038200,  0.033000,  0.016850,  0.011300,  0.007300,  -0.197158,   0.215054
 2330,  1171,  22.53756804,  114.39558985,  0.037650,  0.032750,  0.016650,  0.011000,  0.007150,  -0.204340,   0.212121
 2329,  1171,  22.53756804,  114.39532036,  0.038150,  0.032600,  0.016450,  0.010850,  0.007200,  -0.205128,   0.202216
 2328,  1171,  22.53756804,  114.39505087,  0.038800,  0.033350,  0.016650,  0.011400,  0.007350,  -0.187166,   0.216000
 2327,  1171,  22.53756804,  114.39478138,  0.039450,  0.033700,  0.016550,  0.011750,  0.007400,  -0.169611,   0.227154
 2326,  1171,  22.53756804,  114.39451189,  0.039600,  0.034350,  0.017150,  0.012300,  0.007500,  -0.164686,   0.242424
 2325,  1171,  22.53756804,  114.39424240,  0.039600,  0.034350,  0.017150,  0.012300,  0.007500,  -0.164686,   0.242424
 2324,  1171,  22.53756804,  114.39397291,  0.039700,  0.034450,  0.016850,  0.012250,  0.007550,  -0.158076,   0.237374
 2323,  1171,  22.53756804,  114.39370342,  0.039150,  0.034450,  0.016950,  0.012000,  0.007200,  -0.170984,   0.250000
 2322,  1171,  22.53756804,  114.39343393,  0.039300,  0.034250,  0.017000,  0.012200,  0.007400,  -0.164384,   0.244898
 2321,  1171,  22.53756804,  114.39316444,  0.038500,  0.033450,  0.017100,  0.011600,  0.007900,  -0.191638,   0.189744
 2320,  1171,  22.53756804,  114.39289495,  0.038450,  0.033000,  0.016850,  0.011500,  0.008000,  -0.188713,   0.179487
 2319,  1171,  22.53756804,  114.39262546,  0.037650,  0.032500,  0.016550,  0.011400,  0.008000,  -0.184258,   0.175258
 2318,  1171,  22.53756804,  114.39235597,  0.037100,  0.031950,  0.016350,  0.011100,  0.007900,  -0.191257,   0.168421
 2317,  1171,  22.53756804,  114.39208648,  0.037200,  0.032050,  0.016850,  0.011250,  0.007950,  -0.199288,   0.171875
 2316,  1171,  22.53756804,  114.39181699,  0.036450,  0.031200,  0.016250,  0.010750,  0.007850,  -0.203704,   0.155914
 2315,  1171,  22.53756804,  114.39154750,  0.036350,  0.030650,  0.015550,  0.011100,  0.007350,  -0.166979,   0.203252
 2314,  1171,  22.53756804,  114.39127801,  0.035600,  0.030000,  0.014550,  0.010000,  0.007050,  -0.185336,   0.173021
 2313,  1171,  22.53756804,  114.39100852,  0.035750,  0.031050,  0.014250,  0.009750,  0.007300,  -0.187500,   0.143695
 2312,  1171,  22.53756804,  114.39073903,  0.035750,  0.031050,  0.014250,  0.009750,  0.007300,  -0.187500,   0.143695
 2311,  1171,  22.53756804,  114.39046954,  0.036900,  0.032350,  0.015000,  0.009950,  0.007050,  -0.202405,   0.170588
 2310,  1171,  22.53756804,  114.39020005,  0.037350,  0.032400,  0.015300,  0.009800,  0.007200,  -0.219124,   0.152941
 2309,  1171,  22.53756804,  114.38993056,  0.036350,  0.031500,  0.015000,  0.009650,  0.007050,  -0.217039,   0.155689
 2308,  1171,  22.53756804,  114.38966107,  0.035000,  0.030450,  0.014300,  0.009450,  0.007150,  -0.204211,   0.138554
 2307,  1171,  22.53756804,  114.38939158,  0.035050,  0.029950,  0.014500,  0.009600,  0.007200,  -0.203320,   0.142857
 2306,  1171,  22.53756804,  114.38912209,  0.035050,  0.029950,  0.014550,  0.009500,  0.007350,  -0.209979,   0.127596
 2305,  1171,  22.53756804,  114.38885260,  0.034400,  0.029800,  0.014000,  0.009500,  0.007050,  -0.191489,   0.148036
 2304,  1171,  22.53756804,  114.38858311,  0.035100,  0.030450,  0.014750,  0.010550,  0.006950,  -0.166008,   0.205714
 2392,  1171,  22.53756804,  114.41229823,  0.038500,  0.033400,  0.017400,  0.011700,  0.007350,  -0.195876,   0.228346
 2393,  1171,  22.53756804,  114.41256772,  0.039700,  0.034100,  0.018150,  0.012200,  0.007300,  -0.196046,   0.251282
 2394,  1171,  22.53756804,  114.41283721,  0.040600,  0.034100,  0.018650,  0.012250,  0.007500,  -0.207120,   0.240506
 2395,  1171,  22.53756804,  114.41310670,  0.040700,  0.034000,  0.018850,  0.012100,  0.007650,  -0.218094,   0.225316
 2396,  1171,  22.53756804,  114.41337619,  0.041800,  0.034400,  0.019000,  0.013000,  0.008500,  -0.187500,   0.209302
 2397,  1171,  22.53756804,  114.41364568,  0.042200,  0.034300,  0.019500,  0.012700,  0.008800,  -0.211180,   0.181395
 2398,  1171,  22.53756804,  114.41391517,  0.042100,  0.034600,  0.019100,  0.012800,  0.008800,  -0.197492,   0.185185
 2399,  1171,  22.53756804,  114.41418466,  0.041900,  0.034100,  0.019000,  0.012800,  0.009000,  -0.194969,   0.174312
 2222,  1171,  22.53756804,  114.36648493,  0.040200,  0.035400,  0.018700,  0.012100,  0.009400,  -0.214286,   0.125581
 2223,  1171,  22.53756804,  114.36675442,  0.040550,  0.036000,  0.019150,  0.012600,  0.009400,  -0.206299,   0.145455
 2224,  1171,  22.53756804,  114.36702391,  0.039200,  0.035500,  0.018400,  0.012000,  0.009500,  -0.210526,   0.116279
 2225,  1171,  22.53756804,  114.36729340,  0.039400,  0.035200,  0.018100,  0.011300,  0.009400,  -0.231293,   0.091787
 2226,  1171,  22.53756804,  114.36756289,  0.039300,  0.035500,  0.018400,  0.012200,  0.010800,  -0.202614,   0.060870
 2221,  1171,  22.53756804,  114.36621544,  0.039900,  0.035200,  0.018950,  0.012400,  0.009900,  -0.208931,   0.112108
 2227,  1171,  22.53756804,  114.36783238,  0.040450,  0.035050,  0.019150,  0.013050,  0.011400,  -0.189441,   0.067485
 2228,  1171,  22.53756804,  114.36810187,  0.039700,  0.035900,  0.018800,  0.013700,  0.012100,  -0.156923,   0.062016
 2229,  1171,  22.53756804,  114.36837136,  0.039500,  0.035900,  0.018700,  0.014200,  0.011300,  -0.136778,   0.113725
 2230,  1171,  22.53756804,  114.36864085,  0.040000,  0.036200,  0.019000,  0.013600,  0.010300,  -0.165644,   0.138075
 2231,  1171,  22.53756804,  114.36891034,  0.041700,  0.036200,  0.018900,  0.013300,  0.010300,  -0.173913,   0.127119
 2232,  1171,  22.53756804,  114.36917983,  0.042000,  0.036500,  0.019200,  0.012700,  0.009600,  -0.203762,   0.139013
 2233,  1171,  22.53756804,  114.36944932,  0.044650,  0.039200,  0.020250,  0.013300,  0.009200,  -0.207153,   0.182222
 2234,  1171,  22.53756804,  114.36971881,  0.045450,  0.039000,  0.020850,  0.013450,  0.009200,  -0.215743,   0.187638
 2235,  1171,  22.53756804,  114.36998830,  0.045150,  0.039200,  0.021000,  0.013750,  0.009700,  -0.208633,   0.172708
 2236,  1171,  22.53756804,  114.37025779,  0.044600,  0.038400,  0.019950,  0.013400,  0.009000,  -0.196402,   0.196429
 2237,  1171,  22.53756804,  114.37052728,  0.041700,  0.036000,  0.020200,  0.012600,  0.008600,  -0.231707,   0.188679
 2238,  1171,  22.53756804,  114.37079677,  0.041900,  0.035700,  0.020000,  0.013300,  0.009200,  -0.201201,   0.182222
 2239,  1171,  22.53756804,  114.37106626,  0.040450,  0.035150,  0.019200,  0.013050,  0.008550,  -0.190698,   0.208333
 2240,  1171,  22.53756804,  114.37133575,  0.040250,  0.035150,  0.019250,  0.012250,  0.008200,  -0.222222,   0.198044
 2241,  1171,  22.53756804,  114.37160524,  0.040850,  0.035250,  0.019150,  0.013200,  0.008600,  -0.183926,   0.211009
 2242,  1171,  22.53756804,  114.37187473,  0.040950,  0.035300,  0.019450,  0.013350,  0.008900,  -0.185976,   0.200000
 2243,  1171,  22.53756804,  114.37214422,  0.040650,  0.035250,  0.019400,  0.013750,  0.009700,  -0.170437,   0.172708
 2244,  1171,  22.53756804,  114.37241371,  0.040150,  0.035250,  0.019000,  0.013250,  0.008500,  -0.178295,   0.218391
 2245,  1171,  22.53756804,  114.37268320,  0.042400,  0.035900,  0.019700,  0.013600,  0.009000,  -0.183183,   0.203540
 2246,  1171,  22.53756804,  114.37295269,  0.042200,  0.034800,  0.019700,  0.012800,  0.009300,  -0.212308,   0.158371
 2247,  1171,  22.53756804,  114.37322218,  0.042200,  0.034800,  0.019700,  0.012800,  0.009300,  -0.212308,   0.158371
 2248,  1171,  22.53756804,  114.37349167,  0.041700,  0.035100,  0.019200,  0.013400,  0.008800,  -0.177914,   0.207207
 2249,  1171,  22.53756804,  114.37376116,  0.042200,  0.034500,  0.019000,  0.014100,  0.010200,  -0.148036,   0.160494
 2250,  1171,  22.53756804,  114.37403065,  0.041400,  0.035000,  0.020900,  0.014800,  0.012700,  -0.170868,   0.076364
 2251,  1171,  22.53756804,  114.37430014,  0.041000,  0.034300,  0.020100,  0.013900,  0.012500,  -0.182353,   0.053030
 2252,  1171,  22.53756804,  114.37456963,  0.041400,  0.035300,  0.018600,  0.014200,  0.010100,  -0.134146,   0.168724
 2253,  1171,  22.53756804,  114.37483912,  0.041500,  0.035300,  0.019300,  0.014400,  0.011500,  -0.145401,   0.111969
 2254,  1171,  22.53756804,  114.37510861,  0.040250,  0.034600,  0.018450,  0.013100,  0.008550,  -0.169572,   0.210162
 2255,  1171,  22.53756804,  114.37537810,  0.040700,  0.034750,  0.018650,  0.013350,  0.008850,  -0.165625,   0.202703
 2256,  1171,  22.53756804,  114.37564759,  0.041200,  0.034800,  0.018550,  0.013400,  0.008650,  -0.161189,   0.215420
 2257,  1171,  22.53756804,  114.37591708,  0.040350,  0.034600,  0.017650,  0.011950,  0.007700,  -0.192568,   0.216285
 2258,  1171,  22.53756804,  114.37618657,  0.040700,  0.034550,  0.018700,  0.013150,  0.008950,  -0.174254,   0.190045
 2259,  1171,  22.53756804,  114.37645606,  0.040900,  0.034650,  0.018750,  0.013450,  0.008950,  -0.164596,   0.200893
 2260,  1171,  22.53756804,  114.37672555,  0.040900,  0.034650,  0.018750,  0.013450,  0.008950,  -0.164596,   0.200893
 2261,  1171,  22.53756804,  114.37699504,  0.042200,  0.034550,  0.018950,  0.014000,  0.009400,  -0.150228,   0.196581
 2262,  1171,  22.53756804,  114.37726453,  0.041650,  0.034550,  0.018500,  0.013350,  0.008950,  -0.161695,   0.197309
 2263,  1171,  22.53756804,  114.37753402,  0.041000,  0.034600,  0.018200,  0.013200,  0.008450,  -0.159236,   0.219400
 2264,  1171,  22.53756804,  114.37780351,  0.039300,  0.034500,  0.018250,  0.013000,  0.008200,  -0.168000,   0.226415
 2265,  1171,  22.53756804,  114.37807300,  0.039750,  0.034450,  0.017800,  0.013500,  0.008800,  -0.137380,   0.210762
 2266,  1171,  22.53756804,  114.37834249,  0.039200,  0.034050,  0.017900,  0.013500,  0.009250,  -0.140127,   0.186813
 2267,  1171,  22.53756804,  114.37861198,  0.038100,  0.034200,  0.017450,  0.012700,  0.007550,  -0.157546,   0.254321
 2268,  1171,  22.53756804,  114.37888147,  0.038250,  0.033850,  0.017450,  0.012650,  0.007900,  -0.159468,   0.231144
 2269,  1171,  22.53756804,  114.37915096,  0.039500,  0.033850,  0.018350,  0.012900,  0.009650,  -0.174400,   0.144124
 2270,  1171,  22.53756804,  114.37942045,  0.039900,  0.034600,  0.018350,  0.014000,  0.009750,  -0.134467,   0.178947
 2271,  1171,  22.53756804,  114.37968994,  0.040050,  0.034550,  0.018400,  0.014000,  0.009550,  -0.135802,   0.188960
 2272,  1171,  22.53756804,  114.37995943,  0.039300,  0.034300,  0.018350,  0.013750,  0.009550,  -0.143302,   0.180258
 2273,  1171,  22.53756804,  114.38022892,  0.039300,  0.034300,  0.018350,  0.013750,  0.009550,  -0.143302,   0.180258
 2274,  1171,  22.53756804,  114.38049841,  0.038550,  0.034150,  0.018100,  0.014000,  0.009450,  -0.127726,   0.194030
 2275,  1171,  22.53756804,  114.38076790,  0.038500,  0.034300,  0.018100,  0.014400,  0.009600,  -0.113846,   0.200000
 2276,  1171,  22.53756804,  114.38103739,  0.038100,  0.033800,  0.017850,  0.013650,  0.009850,  -0.133333,   0.161702
 2277,  1171,  22.53756804,  114.38130688,  0.037100,  0.033250,  0.017550,  0.012900,  0.009300,  -0.152709,   0.162162
 2278,  1171,  22.53756804,  114.38157637,  0.036750,  0.032700,  0.017250,  0.012350,  0.009150,  -0.165541,   0.148837
 2279,  1171,  22.53756804,  114.38184586,  0.037650,  0.032900,  0.017450,  0.012800,  0.009200,  -0.153719,   0.163636
 2280,  1171,  22.53756804,  114.38211535,  0.037250,  0.032750,  0.016850,  0.012250,  0.008450,  -0.158076,   0.183575
 2281,  1171,  22.53756804,  114.38238484,  0.037100,  0.032300,  0.016100,  0.012350,  0.007500,  -0.131810,   0.244332
 2282,  1171,  22.53756804,  114.38265433,  0.035950,  0.032800,  0.015800,  0.012500,  0.007350,  -0.116608,   0.259446
 2283,  1171,  22.53756804,  114.38292382,  0.036100,  0.032900,  0.015950,  0.012500,  0.007350,  -0.121265,   0.259446
 2284,  1171,  22.53756804,  114.38319331,  0.036550,  0.032550,  0.015500,  0.012500,  0.007350,  -0.107143,   0.259446
 2285,  1171,  22.53756804,  114.38346280,  0.037000,  0.032250,  0.014900,  0.012300,  0.007200,  -0.095588,   0.261538
 2286,  1171,  22.53756804,  114.38373229,  0.037000,  0.032250,  0.014900,  0.012300,  0.007200,  -0.095588,   0.261538
 2287,  1171,  22.53756804,  114.38400178,  0.037050,  0.032250,  0.015000,  0.012000,  0.006850,  -0.111111,   0.273210
 2288,  1171,  22.53756804,  114.38427127,  0.037550,  0.032600,  0.015700,  0.012050,  0.006900,  -0.131532,   0.271768
 2289,  1171,  22.53756804,  114.38454076,  0.037600,  0.033500,  0.016400,  0.012450,  0.006950,  -0.136915,   0.283505
 2290,  1171,  22.53756804,  114.38481025,  0.038450,  0.034200,  0.017550,  0.012500,  0.007100,  -0.168053,   0.275510
 2291,  1171,  22.53756804,  114.38507974,  0.038900,  0.034200,  0.018900,  0.012600,  0.007250,  -0.200000,   0.269521
 2292,  1171,  22.53756804,  114.38534923,  0.039650,  0.034600,  0.018250,  0.012600,  0.007250,  -0.183144,   0.269521
 2293,  1171,  22.53756804,  114.38561872,  0.038900,  0.034950,  0.018150,  0.012650,  0.007100,  -0.178571,   0.281013
 2303,  1171,  22.53756804,  114.38831362,  0.036800,  0.031150,  0.015650,  0.011500,  0.007550,  -0.152855,   0.207349
 2302,  1171,  22.53756804,  114.38804413,  0.036350,  0.033300,  0.017800,  0.012750,  0.009300,  -0.165303,   0.156463
